event_time,zone,service_mode,data_volume_tb,transaction_load,response_time_ms,billing_amount,uptime_percent,festival_flag,month,day_of_week,quarter,lag_1,lag_7,rolling_mean_7,rolling_mean_30,spike_flag
2022-01-01 07:00:00,asiaedge-singapore,object,,4563,87.30958462575649,320.20857899899624,98.508929774853,0,1,5,1,,,,,0
2022-01-01 10:00:00,asiaedge-singapore,archive,146.0305596126695,4504,108.54681587903836,211.26713704673503,97.73125992542496,1,1,5,1,,,,,0
2022-01-01 14:00:00,asiaedge-tokyo,archive,203.144939938131,4463,78.77511419472259,547.325062900087,98.4021235180818,1,1,5,1,146.0305596126695,,,,0
2022-01-01 14:00:00,southindia-dc2,object,238.60441543087805,4479,66.83107975477324,434.9437070096998,96.85090670530796,1,1,5,1,203.144939938131,,,,1
2022-01-02 05:00:00,southindia-dc2,object,146.72814655288542,4456,143.94063758133095,651.4921886951767,98.11812384098876,1,1,6,1,238.60441543087805,,,,0
2022-01-02 07:00:00,asiaedge-tokyo,archive,518.9613409027969,4552,111.19534840914918,860.8510851885804,99.78241396675224,1,1,6,1,146.72814655288542,,,,1
2022-01-02 08:00:00,southindia-dc2,block,68.33565719617431,4487,73.41673720968086,832.7724219525361,99.65215223825108,1,1,6,1,518.9613409027969,,,,0
2022-01-02 09:00:00,southindia-dc1,archive,273.97004061652234,4498,140.722103556774,138.71645180924543,97.44124819224636,0,1,6,1,68.33565719617431,,227.96787146429392,,1
2022-01-03 07:00:00,asiaedge-tokyo,block,282.7025018569158,4464,156.88811710732028,88.31553994844141,98.94465423398186,0,1,0,1,273.97004061652234,146.0305596126695,247.4924346420434,,1
2022-01-03 10:00:00,southindia-dc1,block,221.62653273067917,4540,121.64616711504571,246.5328772624245,99.05888429628614,0,1,0,1,282.7025018569158,203.144939938131,250.132662183836,,1
2022-01-03 16:00:00,asiaedge-singapore,archive,160.55056360444252,4523,107.21376019054856,185.6356777380842,96.78570656391688,0,1,0,1,221.62653273067917,238.60441543087805,238.98211192291663,,0
2022-01-03 16:00:00,southindia-dc2,block,243.5887770981701,4478,178.6656889001515,541.3117862903334,96.65211522229524,0,1,0,1,160.55056360444252,146.72814655288542,252.8193448579573,,1
2022-01-03 20:00:00,asiaedge-singapore,block,108.81996416330622,4541,140.73373050262393,513.2091625062379,96.62654823504477,0,1,0,1,243.5887770981701,518.9613409027969,194.22771960945866,,0
2022-01-03 23:00:00,southindia-dc2,archive,195.85378086365392,4489,56.95223426215416,473.5023672550236,98.1026905905824,0,1,0,1,108.81996416330622,68.33565719617431,212.4445944190986,,0
2022-01-04 02:00:00,southindia-dc1,block,133.455166189419,4562,95.93556858716909,177.26069856853076,96.56362343180832,0,1,1,1,195.85378086365392,273.97004061652234,192.3710409295124,,0
2022-01-04 04:00:00,southindia-dc1,block,139.8863258116201,4559,172.80746412756957,364.9032889348271,98.52978841255438,1,1,1,1,133.455166189419,282.7025018569158,171.9687300658987,,0
2022-01-04 12:00:00,southindia-dc2,object,55.90822444946411,4538,100.81731308040172,489.586009904824,99.77417093814428,1,1,1,1,139.8863258116201,221.62653273067917,148.29468602572516,,0
2022-01-04 16:00:00,asiaedge-tokyo,archive,111.7248480540336,4556,125.21217980652764,316.6194126477834,96.9748087087392,1,1,1,1,55.90822444946411,160.55056360444252,141.31958380423816,,0
2022-01-05 09:00:00,asiaedge-singapore,block,168.78795954272493,4428,159.7033408896591,557.721782994355,99.82964686018003,1,1,2,1,111.7248480540336,243.5887770981701,130.63375272488886,,0
2022-01-05 23:00:00,asiaedge-singapore,block,171.55573573709975,4388,162.1160094343434,628.4961682833225,97.5932756461644,1,1,2,1,168.78795954272493,108.81996416330622,139.59600580685935,,0
2022-01-06 02:00:00,asiaedge-singapore,object,126.36972771012545,4423,186.75980458011605,560.2606727919203,98.51075341951466,1,1,3,1,171.55573573709975,195.85378086365392,129.6697124992124,,0
2022-01-06 04:00:00,southindia-dc1,object,125.2774042925983,4577,114.63423079645216,189.95802060501305,99.47311124185096,0,1,3,1,126.36972771012545,133.455166189419,128.50146079966663,,0
2022-01-06 08:00:00,southindia-dc1,archive,124.18508087507118,4447,113.44363206112877,393.6087672599464,96.5559331544564,0,1,3,1,125.2774042925983,139.8863258116201,126.25842580873105,,0
2022-01-06 17:00:00,asiaedge-tokyo,block,175.29713903090826,4436,92.21673691759216,826.3696372615883,96.60458338258417,1,1,3,1,124.18508087507118,55.90822444946411,143.31398503465164,,0
2022-01-06 21:00:00,southindia-dc2,archive,137.13152060908823,4534,109.37006964362558,365.7142557144911,98.2906860215067,0,1,3,1,175.29713903090826,111.7248480540336,146.94350968537373,,0
2022-01-06 22:00:00,asiaedge-tokyo,archive,135.98193589748627,4409,97.96474145231056,244.7674846154753,98.34996772731562,0,1,3,1,137.13152060908823,168.78795954272493,142.25693487891107,,0
2022-01-06 23:00:00,southindia-dc2,object,189.9269391219996,4500,121.25857213305764,341.86849041959925,99.24129153214352,1,1,3,1,135.98193589748627,171.55573573709975,144.88139250532532,,0
2022-01-06 23:00:00,asiaedge-singapore,archive,139.1447855595917,4527,164.29651524586097,250.46061400726504,99.27494024981549,0,1,3,1,189.9269391219996,126.36972771012545,146.7064007695348,,0
2022-01-07 00:00:00,asiaedge-tokyo,object,88.3626319971838,4560,171.1422177893735,509.6614561522039,98.15786923397452,1,1,4,1,139.1447855595917,125.2774042925983,141.43286187018984,,0
2022-01-07 04:00:00,southindia-dc2,block,265.85855931380473,4501,104.3481488084215,303.05523942326147,99.37638999545626,1,1,4,1,88.3626319971838,124.18508087507118,161.67193021858037,,1
2022-01-07 09:00:00,southindia-dc1,block,70.5006332059823,4414,106.21358174911836,608.6285930725845,96.73693316080043,0,1,4,1,265.85855931380473,175.29713903090826,146.70100081501954,172.27572793218087,0
2022-01-07 12:00:00,southindia-dc2,archive,194.94221054440368,4606,122.55569069533033,350.8959789799266,98.93802356591522,0,1,4,1,70.5006332059823,137.13152060908823,154.95967080577884,173.90611629657204,0
2022-01-07 15:00:00,asiaedge-tokyo,block,142.04997648284862,4521,99.05609381777498,576.8895406695308,96.83273375663248,1,1,4,1,194.94221054440368,135.98193589748627,155.82653374654492,171.86961751472927,0
2022-01-07 21:00:00,southindia-dc2,object,122.93301352786278,4509,84.1141621952165,333.9153705559862,97.95997645553204,1,1,4,1,142.04997648284862,189.9269391219996,146.25597294738253,168.0139041179621,0
2022-01-08 00:00:00,asiaedge-singapore,archive,203.69398188390807,4553,144.29342827794272,877.0863451066798,96.95042217064484,0,1,5,1,122.93301352786278,139.1447855595917,155.47728670799916,169.91276529566284,0
