event_time,zone,service_mode,data_volume_tb,transaction_load,response_time_ms,billing_amount,uptime_percent,festival_flag
2024-12-10 20:00:00,southindia-dc2,archive,103.57963350667956,4524,156.6954498084024,545.3177152422347,99.43239927916197,0
2023-12-07 01:00:00,asiaedge-singapore,object,205.36036614844613,4662,137.24203420355798,497.49771752124565,99.3822834369577,1
2023-03-24 14:00:00,southindia-dc2,archive,142.4820350084729,4504,123.79493840089941,355.4976266716592,97.97739940693822,1
2022-08-26 11:00:00,asiaedge-singapore,block,216.6628503091797,4521,102.19538484269785,405.306322051326,97.64855914992734,1
2024-05-12 03:00:00,southindia-dc2,archive,189.88039549313834,4403,122.91228590726581,,96.85793979972425,1
2022-02-08 07:00:00,southindia-dc2,block,,4463,147.46514412302858,483.459013487401,97.89500640022639,0
2023-08-04 07:00:00,asiaedge-tokyo,archive,300.5934531844145,4538,100.40528349916787,248.42666591225586,97.91996997761025,1
2022-02-27 04:00:00,southindia-dc2,object,104.30009335921396,4584,104.58700094255029,680.5292624420273,98.0708450296142,1
2024-09-24 22:00:00,asiaedge-singapore,object,216.82114164146768,4382,147.04878544298415,256.07559113315244,98.73033375757723,0
2022-04-18 15:00:00,asiaedge-singapore,archive,79.15709101896056,4403,115.93261388539388,847.8975130033951,97.49540474044547,0
2024-05-17 17:00:00,asiaedge-singapore,archive,416.3740147860701,4470,142.93658967138654,498.60757255530706,97.73247762503664,1
2023-07-04 16:00:00,southindia-dc1,object,108.0075131024684,4491,95.08391668055336,655.4502370925455,98.92428174151557,1
2024-03-28 15:00:00,southindia-dc1,object,145.10694459785032,4616,119.6605314148727,383.784397750604,96.78294783147555,0
2022-09-12 22:00:00,southindia-dc1,archive,413.3724691015189,4398,108.91608140102498,879.1026731208897,97.12643031749492,1
2022-02-15 12:00:00,southindia-dc2,object,69.30865644074339,4419,116.0668636614103,434.7367132325576,97.52203340293698,1
2024-01-14 08:00:00,southindia-dc2,object,129.99860922388794,4448,95.59279655889844,895.7140581570673,98.84994306186746,0
2024-07-22 07:00:00,southindia-dc2,object,212.49109404603792,4571,168.11204970402406,236.64391183291977,97.49173910893505,1
2024-11-06 07:00:00,southindia-dc1,block,59.093711631082286,4579,127.38541317378879,365.68515776756567,99.53443378756246,1
2024-09-04 20:00:00,southindia-dc1,object,68.58113553187557,4436,108.4452626614677,507.8567069615783,99.5710587468885,1
2024-09-29 16:00:00,southindia-dc1,archive,138.71987293317233,4473,167.69087719591218,464.11862401567447,98.51711906193209,0
2023-07-12 19:00:00,southindia-dc2,block,81.95966227246386,4537,92.2242064780787,771.0236935746764,99.4655813067567,1
2022-11-28 11:00:00,southindia-dc2,block,239.61801155732363,4543,102.31545771613331,710.8778683310462,98.5865643445537,1
2022-05-27 12:00:00,southindia-dc2,archive,127.27003673396284,4451,145.4968264102197,267.4883404588262,99.14572913170302,1
2023-05-14 15:00:00,southindia-dc2,archive,106.93521257932201,4502,132.36006841527575,,97.76859414917477,0
2024-12-16 05:00:00,asiaedge-tokyo,block,194.88260355633827,4420,131.1314988663431,857.4254601849208,97.79668308396138,0
2022-06-12 08:00:00,asiaedge-tokyo,archive,94.92788849532519,4359,137.21761592192485,721.9333686829095,98.47217051556544,0
2022-02-19 00:00:00,asiaedge-singapore,object,229.8945809195015,4352,128.1444602681714,791.0006178623767,96.88588912199909,1
2023-06-04 15:00:00,asiaedge-singapore,archive,127.96409059695434,4526,94.56994445838272,787.3642003708975,97.21729538116968,0
2024-03-18 13:00:00,southindia-dc2,archive,207.5513508199229,4398,171.58751148923062,773.9159832243911,99.63845423372322,1
2022-07-22 11:00:00,southindia-dc1,block,81.28900504933668,4495,168.3047223639702,,99.30822093750638,0
2023-10-10 21:00:00,asiaedge-tokyo,archive,47.42454907167562,4544,155.12069719823126,291.98987415151555,96.813115712874,0
2023-05-25 08:00:00,asiaedge-tokyo,block,59.152951296396175,4537,94.89647946836251,743.8152319473099,98.56113830529785,0
2022-12-21 08:00:00,southindia-dc2,object,200.6195306829763,4452,103.21220294409507,632.351228904493,96.83546977024152,0
2023-08-29 17:00:00,southindia-dc2,block,143.03614952208133,4588,164.28389421290535,193.57788665001533,99.3770345596019,0
2024-07-04 06:00:00,southindia-dc1,block,207.22630878720392,4564,100.1536127716284,,96.98617761065516,0
2023-01-09 12:00:00,asiaedge-tokyo,archive,57.29643267229523,4552,110.35980220392705,244.34968121259826,99.82531695698258,0
2024-12-08 09:00:00,asiaedge-singapore,block,56.63556644560836,4433,117.36648445487296,,98.96084984165593,0
2023-11-07 15:00:00,southindia-dc2,object,115.13041760703999,4591,108.36536566747156,736.1800872479323,97.13521204235565,0
